,ID,Category,lat,lng
772,4f2a6ff6e4b09f128674ca6a,Italian Restaurant,35.65354994,139.7051358
773,4b56fd40f964a520fa2128e3,Italian Restaurant,35.6682674,139.6903856
774,4d93c45f45ae5481af21f6eb,Coffee Shop,35.63083689,139.7429816
777,4bbc90a63de8c9b614179bad,Ramen /  Noodle House,35.71188103,139.7085911
783,4d23e44fe704b60c05ac5ca9,Chinese Restaurant,35.6887772,139.6944934
785,4f6227b2e4b073ddcaba153f,Bar,35.7016155,139.7797131
786,4b95d003f964a52032b434e3,Japanese Restaurant,35.72925589,139.7186811
788,4b7df9f5f964a5201add2fe3,Japanese Restaurant,35.688439,139.763147
789,4f30a5b6e4b0a160e6e3a677,Steakhouse,35.691374,139.76911
790,4b77d168f964a5205aab2ee3,Food & Drink Shop,35.7336344,139.590595
792,4bdd0a1e8f53d13a59a9eb8f,French Restaurant,35.69291185,139.6987313
796,4f29fb82e4b05b4a404bbc32,Italian Restaurant,35.6844049,139.685362
798,4b74e354f964a520eaf62de3,Japanese Restaurant,35.68433297,139.7421885
799,4b8df2d8f964a520311433e3,Food & Drink Shop,35.6792523,139.637239
800,4cc183bbf4448cfab2275798,Chinese Restaurant,35.69578072,139.7744715
801,4eef2ebf8b81bbbf5f1bd5b7,Japanese Restaurant,35.70763511,139.7755442
802,4db94096f7b1b4c54f4ca914,Chinese Restaurant,35.625064,139.7301366
803,4bdf9b666198c9b63ef217ff,Ramen /  Noodle House,35.73099376,139.7086716
804,4ccced7354f0b1f767cd19ca,Chinese Restaurant,35.70378119,139.5590821
808,4b88c380f964a520690c32e3,Burger Joint,35.62283557,139.7492319
809,4c5f717813791b8d2e9a4daf,Chinese Restaurant,35.64702652,139.7465444
810,4c1af2bbb306c928378761b7,Korean Restaurant,35.6581658,139.6994206
811,4e167b47483b3ee57cde7cb1,Indian Restaurant,35.58534662,139.7255561
812,4b5b15eaf964a520e6e228e3,Ramen /  Noodle House,35.646602,139.708243
813,4b9b3b0df964a5203afb35e3,Food & Drink Shop,35.682096,139.626322
814,4d39872ebeb7b1f70d1de071,Ramen /  Noodle House,35.56287712,139.7122201
817,4b8f8592f964a520e35633e3,Japanese Restaurant,35.67380018,139.7707865
819,4d3196108250f04d52f0eae0,Asian Restaurant,35.74157488,139.7649524
822,4b8b3caef964a520e69832e3,Japanese Restaurant,35.67553091,139.7682434
823,4e0d3cbed22d8582bdb3d612,Chinese Restaurant,35.62718948,139.7198725
826,4bc03e8374a9a593b3d6cff6,Chinese Restaurant,35.73069329,139.747467
830,4ba8195ff964a52090cc39e3,Food & Drink Shop,35.66232601,139.7613341
833,4bf4d50fe5eba593bb242090,Ramen /  Noodle House,35.72824864,139.7717999
834,4b7374adf964a5206baf2de3,Food & Drink Shop,35.60296284,139.507418
837,4b62baa0f964a52084502ae3,Ramen /  Noodle House,35.6498488,139.7120755
841,4e2041a5a80968cf3e32add5,Ramen /  Noodle House,35.71088575,139.7531506
843,4b59614cf964a520968628e3,Ramen /  Noodle House,35.69103843,139.7692144
845,4bfe3739f61dc9b6c41ea0de,Italian Restaurant,35.70150071,139.7711965
847,4b6b9d30f964a5209a122ce3,Chinese Restaurant,35.7096844,139.7316258
848,4c3efd660596c928d1fc8478,Ramen /  Noodle House,35.67112932,139.9010834
849,4d92a74c9213b1f7d474b746,Chinese Restaurant,35.66920978,139.767936
850,4bb40cb387aa9521c4deacd1,Japanese Restaurant,35.62736527,139.7414547
851,4e411f0a62e17b948c23a757,Fast Food Restaurant,35.70783448,139.7755954
856,4bce6e1dc564ef3bed5feef0,Chinese Restaurant,35.67126026,139.6173531
857,4b5d0d6bf964a520845029e3,Ramen /  Noodle House,35.62569997,139.717346
859,4f7bbd8ae4b066eb2305db85,Sushi Restaurant,35.53182222,139.6973721
860,4dd901fcd22d38ef430e58d5,Ramen /  Noodle House,35.5541363,139.6462487
861,4b986888f964a520bb4035e3,Japanese Restaurant,35.6780823,139.7821212
865,4e6987f518381ea1bd82e0db,Ramen /  Noodle House,35.66555989,139.7505462
870,4b6fed97f964a52057002de3,Japanese Restaurant,35.64364585,139.7492427
872,4bbeed1c82a2ef3bd2062cd2,Restaurant,35.64306823,139.7498167
873,4c0476790d0e0f476b0e049a,Ramen /  Noodle House,35.68739385,139.7806191
875,4dddd5441850efcef822c784,Japanese Restaurant,35.67110724,139.7207161
876,4b57dbb2f964a520154428e3,Fast Food Restaurant,35.67978284,139.7703821
879,4ccfca1c6449a09309acc6cf,Deli / Bodega,35.68057374,139.7710011
882,4b7fb37af964a520a63930e3,Coffee Shop,35.69591141,139.7750294
887,4e1e63981f6ee9706473bc7d,Ramen /  Noodle House,35.82688665,139.6533073
891,4f7a6ed8e4b07aaa5c81669f,Japanese Restaurant,35.65917217,139.6978358
892,4b5d0511f964a5203c4f29e3,Coffee Shop,35.70010451,139.7623587
893,4e7f00bb2c5b077d1ae920aa,Bar,35.6859367,139.6158177
897,4d00bfd821ea6ea80472439f,Sushi Restaurant,35.66501764,139.743256
900,4b68c48bf964a520d78b2be3,Ramen /  Noodle House,35.68022262,139.7683304
903,4dd35107b3ad6786c6f4ab39,Japanese Restaurant,35.65863,139.69675
904,4b63afedf964a520248c2ae3,Japanese Restaurant,35.67980294,139.7804471
905,4b62b9e2f964a5206d502ae3,Dumpling Restaurant,35.701071,139.752745
907,4b66b45af964a52015282be3,Restaurant,35.64985883,139.7565805
908,4b6a77acf964a52002d62be3,Coffee Shop,35.64438477,139.7343189
909,4c3a9587be4620a1a9210b13,BBQ Joint,35.69724422,139.7574838
911,4bbe6720b083a59388faa1e9,Coffee Shop,35.6530536,139.7450175
913,4b66dfc8f964a520482e2be3,Ramen /  Noodle House,35.72811854,139.6824114
914,4b67ad9cf964a520915a2be3,Japanese Restaurant,35.6913481,139.6951733
921,4b777a55f964a520f99c2ee3,Burger Joint,35.56354478,139.6551561
922,4cce2bc8294aef3bb45486e2,Deli / Bodega,35.62668804,139.7406703
925,4e8d30bf29c2f388123cc6ad,Food,35.76701397,139.7310222
926,4e4e6c8c62e14b77e38cdf57,Japanese Restaurant,35.67437116,139.7663686
927,4b6cdfa0f964a520c45a2ce3,Indian Restaurant,35.66882741,139.6510128
932,4cfdd3f0f7b560fc1c2941b7,Japanese Restaurant,35.66433088,139.7313414
933,4bb485229af3b713b34c8c28,Japanese Restaurant,35.697287,139.757231
934,4b654f88f964a520c0ec2ae3,Sushi Restaurant,35.70878563,139.7701225
935,4f0fb413e4b0253d4afed685,Burger Joint,35.62706527,139.72329
936,4f631fbce4b09987d00aac6f,Restaurant,35.70362373,139.5626499
938,4ba75cb6f964a520348e39e3,Thai Restaurant,35.67551621,139.7630017
940,4b1bc0baf964a5201afd23e3,Japanese Restaurant,35.66492359,139.7278011
944,4c7dc8f8d598a0932e1fc462,Ramen /  Noodle House,35.6634897,139.7451872
946,4ecb16a6f790bc9a80d4f748,Tea Room,35.724024,139.756071
949,4e3235156284e2699944fe05,Chinese Restaurant,35.64727,139.743898
950,4e256f9018388c58be2b8ca6,Food,35.70888425,139.8046021
951,4b5c0ebef964a520b22229e3,Coffee Shop,35.68315215,139.7689945
953,4b56e6e6f964a520a31e28e3,Sandwich Place,35.694854,139.766071
954,4b6952dbf964a520cf9e2be3,Ramen /  Noodle House,35.627075,139.7257335
955,4b8dd471f964a5209d0f33e3,Food Truck,35.682428,139.734869
959,4ba85cb1f964a52014d839e3,Restaurant,35.69858195,139.7078991
961,4b83b9caf964a520510e31e3,Diner,35.55256689,139.7405952
964,4b970d7bf964a52089f534e3,Ramen /  Noodle House,35.670317,139.765829
966,4c7f11e6d860b60c1b0b609d,Asian Restaurant,35.660683,139.6981777
968,4bae0b9ef964a520317e3be3,Japanese Restaurant,35.72957731,139.6831089
969,4b57e36ff964a520354528e3,Fast Food Restaurant,35.66360084,139.7316125
970,4c2f0ceb7cc0c9b6ac12eb9a,Chinese Restaurant,35.618935,139.743197
972,4f7bc369e4b06978a73ed446,Food Truck,35.65680807,139.6940589
976,4b6eba00f964a520fbc72ce3,Food & Drink Shop,35.58409782,139.7125554
977,4b9760def964a520900135e3,Hotel,35.665687,139.75376
979,4b563c1af964a520af0628e3,Sandwich Place,35.62006002,139.7292334
983,4b6ed673f964a520c2cc2ce3,Food & Drink Shop,35.60439915,139.5989156
987,4bd113bfcaff95212c3cd0f0,Indian Restaurant,35.67304699,139.7950441
989,4ea5579b9a527d6518427a99,Fast Food Restaurant,35.70275313,139.5793328
995,4b791b66f964a520caeb2ee3,Italian Restaurant,35.67662427,139.7800427
998,4dc36ba845dd2645523e1e76,Japanese Restaurant,35.68654858,139.7834408
999,4b384139f964a520334d25e3,Coffee Shop,35.65560465,139.7359513
1001,4baec495f964a52060d63be3,Ramen /  Noodle House,35.7075557,139.7313952
1002,4ca06234542b224b2d4605a0,Italian Restaurant,35.70239592,139.4811773
1004,4cd3ebdc607a6dcbfd171254,Bar,35.646254,139.747454
1005,4c3e7e9cdb3b1b8d06986595,Chinese Restaurant,35.671232,139.7974013
1008,4f7bc57ee4b06a80ab476b0b,Ramen /  Noodle House,35.6677954,139.7587116
1009,4ddb35363151cf9cbed8424b,Bar,35.58082138,139.6428984
1011,4bb40c0f643cd13ab561395c,Bar,35.62162298,139.74039
1012,4b8bba3df964a52091a832e3,Japanese Restaurant,35.655997,139.699654
1013,4c9989ac80958cfa177a3bd4,Diner,35.70825047,139.7770143
1015,4b7a12baf964a520cf212fe3,Chinese Restaurant,35.70195141,139.7705518
1016,4da2793263b5a35d72c0fe19,Ramen /  Noodle House,35.645059,139.756517
1017,4f600caae4b0d461002d3f05,Ramen /  Noodle House,35.756365,139.696705
1021,4f57198be4b084fcb1a84c70,BBQ Joint,35.74815976,139.8366897
1023,4e37791ad164374eb6878a2a,Japanese Restaurant,35.66218194,139.7560719
1025,4b72306bf964a52036732de3,Ramen /  Noodle House,35.69062889,139.7066465
1026,4f6455ffe4b0dc771fde9770,Japanese Restaurant,35.66553615,139.7580977
1027,4bb6d00bf562ef3bfdc93097,Italian Restaurant,35.67063272,139.7465873
1028,4b597a58f964a520908928e3,Coffee Shop,35.65996263,139.6959626
1029,4b698a4bf964a52099a62be3,Ramen /  Noodle House,35.584257,139.720171
1031,4b53d300f964a5207bac27e3,Ramen /  Noodle House,35.618573,139.7279835
1032,4bc3ea6b920eb71338331e2c,Deli / Bodega,35.676519,139.677101
1033,4b5e8295f964a520459129e3,Japanese Restaurant,35.66228243,139.7320175
1034,4b9db1f5f964a52092ba36e3,Japanese Restaurant,35.67019474,139.7513267
1035,4c0a18aa340720a10ae58593,French Restaurant,35.691459,139.695813
1036,4e7d4a53f5b924f463f6c7fe,Chinese Restaurant,35.678873,139.598647
1039,4b1f8c95f964a520d92624e3,Asian Restaurant,35.658307,139.731791
1041,4b63b76af964a520dd8d2ae3,Fast Food Restaurant,35.68702568,139.6216768
1042,4b54400bf964a52088b527e3,Chinese Restaurant,35.606931,139.6853243
1043,4b9a475af964a5202ca935e3,Ramen /  Noodle House,35.70249659,139.7385408
1048,4b653734f964a52042e92ae3,Ramen /  Noodle House,35.728228,139.714008
1050,4c207c17920076b0e543c6e9,Indian Restaurant,35.6321599,139.7124068
1051,4bbc5648afe1b7134743304b,Fast Food Restaurant,35.67046494,139.768348
1055,4c08cfb7340720a10aab8393,Chinese Restaurant,35.672092,139.738266
1056,4c31aec8ed37a593c9ad6a03,Diner,35.66919349,139.8060505
1060,4b626c66f964a5200f472ae3,Ramen /  Noodle House,35.66217,139.729437
1064,4ba43b3df964a5204d8e38e3,Chinese Restaurant,35.69501613,139.7606032
1065,4cc9615ed063a14311420db4,Food & Drink Shop,35.693505,139.7675102
1067,4bb69f63941ad13a5bc41fe3,Coffee Shop,35.70848524,139.7762532
1068,4f546a90e4b0b5d9df9fd7ce,Bar,35.620684,139.729121
1071,4b7a6c85f964a5207c2c2fe3,Coffee Shop,35.69414262,139.6876699
1072,4e128323aeb74afe60c73eb4,Ramen /  Noodle House,35.67264171,139.7229463
1075,4bcd257fcc8cd13a814ac2cf,Japanese Restaurant,35.62232756,139.7275651
1076,4ca5598876d3a093488df76a,Japanese Restaurant,35.75032,139.586274
1077,4b721e6ef964a5209a6f2de3,Japanese Restaurant,35.69159175,139.7368106
1078,4b5d15f0f964a520f65129e3,Japanese Restaurant,35.69192486,139.6954076
1079,4d073fe89d33a143cec0ca78,Chinese Restaurant,35.56261965,139.7185796
1081,4f4a73d5e4b0156c30d49a15,Bar,35.644309,139.701065
1083,4b5face3f964a52098c729e3,Ramen /  Noodle House,35.659913,139.7022685
1085,4d75b31bb8e28cfa6a26fc66,Ramen /  Noodle House,35.72405213,139.711327
1086,4c1d94e2e9c4ef3be2fe45aa,Ramen /  Noodle House,35.73060837,139.4875529
1087,4b5acef5f964a52096d528e3,Chinese Restaurant,35.64875483,139.7455215
1090,4b5ed329f964a520fc9929e3,Ramen /  Noodle House,35.68161184,139.786182
1094,4ca9fd7fae1eef3b3c7a3347,Bar,35.686688,139.7285481
1099,4dabfd1f4b22f071ead8facf,Japanese Restaurant,35.659927,139.7022421
1102,4c15a49082a3c9b6ed38fff8,Indian Restaurant,35.697391,139.7596536
1105,4c05b4275753c92836ed39f1,Coffee Shop,35.694026,139.6927488
1108,4d92b5ddb327370426748825,Coffee Shop,35.69182266,139.6969718
1114,4b57cf2af964a5201f4228e3,Japanese Restaurant,35.661342,139.702255
1117,4b5a22a2f964a52079af28e3,Japanese Restaurant,35.71414815,139.7038704
1118,4b8f29a0f964a520c84b33e3,Asian Restaurant,35.64261484,139.7127861
1122,4b65971df964a52090f52ae3,Ramen /  Noodle House,35.72675984,139.702746
1126,4c466ea60f5aa59310fe7a76,Korean Restaurant,35.66043964,139.7302788
1127,4b5e61e1f964a5204c8c29e3,Fast Food Restaurant,35.628882,139.741577
1129,4dc8ad1b45dd9aa940ade79f,Food,35.69121446,139.782674
1130,4b84933df964a520783c31e3,Chinese Restaurant,35.67444976,139.7379909
1131,4b5da573f964a520ee6429e3,Japanese Restaurant,35.62624546,139.7419041
1133,4dee1cd952b13dda25efb807,Ramen /  Noodle House,35.69403589,139.6991698
1136,4f6aacc3e4b0bcd825f07ba0,Asian Restaurant,35.68392704,139.7850358
1139,4db8d92af7b1b4c54f45e8f8,Italian Restaurant,35.68788837,139.735837
1143,4b69f87ff964a520febe2be3,Coffee Shop,35.6604388,139.7292253
1152,4b5f89baf964a52046c029e3,Coffee Shop,35.64406436,139.6990585
1156,4ec9d0a4be7ba4fc7136397d,Ramen /  Noodle House,35.56153523,139.7220209
1160,4b66b596f964a5203a282be3,Food & Drink Shop,35.57680223,139.558855
1162,4f4dcbcee4b05b49b532d8b1,Diner,35.66028655,139.6976912
1163,4ce35c7431292c0f3c5cbeb6,Restaurant,35.645155,139.700538
1177,4d706e32b246a09319e71e5f,Indian Restaurant,35.66417419,139.7321447
1183,4b7a1db6f964a5207e232fe3,Japanese Restaurant,35.62880218,139.7455863
1191,4bda657da8d976b099800cb5,Dumpling Restaurant,35.655778,139.542098
1193,4c199776838020a1da10e661,Japanese Restaurant,35.6944076,139.7945221
1201,4c10c5bc6b7e2d7f38142835,Bar,35.69883419,139.8133475
1206,4bbaa87f7421a5937919c440,Ramen /  Noodle House,35.69967759,139.7694156
1207,4b55252ef964a520c3dc27e3,Indian Restaurant,35.69515017,139.6880789
1208,4cab2650a643b713b636eaa6,Ramen /  Noodle House,35.57813817,139.5594549
1210,4b778586f964a520a19f2ee3,Restaurant,35.65909637,139.6943915
1211,4b63fd49f964a520379a2ae3,Japanese Restaurant,35.719835,139.762733
1214,4e15293462e1c2c0192a5aa4,Food,35.70146804,139.7764429
1215,4b1a59fcf964a52032e923e3,Bakery,35.655454,139.615666
1216,4f100901e4b047204335354e,Food & Drink Shop,35.6856022,139.7835978
1218,4b95f59df964a520a4b834e3,Ramen /  Noodle House,35.61972861,139.7283912
1223,4be243bdb02ec9b686b64cc0,Japanese Restaurant,35.67481625,139.7354722
1224,4b67a7fdf964a520be592be3,Bar,35.675247,139.71044
1226,4c1a0a844ff90f4760c41049,BBQ Joint,35.708281,139.666427
1228,4c3ea2036faac9b6bf8f0e76,Japanese Restaurant,35.693133,139.7626356
1234,4cf0f8d26195721e27ad3ec1,Sushi Restaurant,35.69905462,139.7730392
1235,4f7bd5dfe4b032659c52ea9a,Japanese Restaurant,35.67002291,139.7418389
1239,4bbc035d2d9ea593a23ba0ce,Soup Place,35.681286,139.769344
1242,4bc991e40687ef3bca23dacc,Food & Drink Shop,35.67032673,139.6090365
1243,4bebe39a18389521e1ff0acf,Coffee Shop,35.6988673,139.77651
1244,4b9c6de9f964a520056836e3,Sushi Restaurant,35.60838989,139.6698077
1246,4d379456b8d5a090688dfe1f,Ramen /  Noodle House,35.65806773,139.7001126
1247,4ec1b060f5b93923c255dec8,Japanese Restaurant,35.69530803,139.7762793
1248,4b5a75fcf964a5208cc628e3,Indian Restaurant,35.69939225,139.7711161
1250,4b63b174f964a5207a8c2ae3,Japanese Restaurant,35.736931,139.6733011
1257,4b6258e6f964a52072432ae3,Coffee Shop,35.68289072,139.6872836
1263,4d4e18aea8fba1436fea3f1a,Italian Restaurant,35.69427929,139.7207311
1264,4c19e1bff551ef3b58464768,Japanese Restaurant,35.6829,139.764102
1266,4b836034f964a5205c0431e3,Sushi Restaurant,35.65800889,139.6963817
1267,4ce5d291f1912d4373d5bf09,Coffee Shop,35.69849265,139.7721916
1269,4bc294a7461576b0ecab7d32,Ramen /  Noodle House,35.673556,139.710283
1273,4d511ee9529dcbff7fe9dcc4,Ramen /  Noodle House,35.696489,139.761545
1276,4e4e0083b61cf637a4e182cc,Diner,35.68768791,139.6957517
1278,4ba9d96bf964a5208c3a3ae3,Ramen /  Noodle House,35.70180459,139.7717849
1283,4b7796aef964a520eea22ee3,Coffee Shop,35.64449158,139.6697232
1284,4b9f4f7bf964a520fc1b37e3,Coffee Shop,35.66456164,139.7664983
1285,4eeca95d02d514a36912b60f,Chinese Restaurant,35.68647669,139.7290456
1286,4b664bd0f964a520d11c2be3,Chinese Restaurant,35.68270989,139.6869993
1288,4b6ebe55f964a520b8c82ce3,Coffee Shop,35.66151535,139.7294641
1293,4b27104df964a520898424e3,Chinese Restaurant,35.68949776,139.6975416
1304,4b591237f964a520227b28e3,Coffee Shop,35.73078316,139.7154323
1307,4d01c17b9f9ea143d2718ba9,Donut Shop,35.7488493,139.7034982
1318,4b57bb1ef964a5204b3e28e3,Ramen /  Noodle House,35.69638955,139.7564766
1320,4be5398fd4f7c9b60b2c2520,Dessert Shop,35.5510902,139.7886362
1327,4da826164b22e9f40dfd6c2b,Italian Restaurant,35.66807336,139.7618262
1329,4b767a5af964a520084e2ee3,Bar,35.70010451,139.7739673
1332,4ef7e6038b81ef98d1141f1f,Chinese Restaurant,35.69805792,139.7570496
1335,4b69470af964a520849d2be3,Food & Drink Shop,35.71940516,139.6649376
1345,4ba83d73f964a520e3d239e3,Coffee Shop,35.67143894,139.7684231
1346,4cdcdaed3f6a8cfa226cf4ea,Dessert Shop,35.56106537,139.6993914
1347,4d5b18e1222da35da774bf4c,Coffee Shop,35.77881807,139.612904
1353,4b601ccef964a52031d629e3,Ramen /  Noodle House,35.65907893,139.6988708
1354,4cd5342db2a437041b597c44,Food & Drink Shop,35.75060413,139.5704655
1358,4b05879cf964a5205b9c22e3,Hotel,35.65957252,139.7285938
1359,4b5f1fdff964a5207ba729e3,BBQ Joint,35.66678599,139.6017856
1360,4b665e72f964a5204e1f2be3,Japanese Restaurant,35.62684,139.632512
1369,4bbfd95db492d13a8079a360,Food & Drink Shop,35.70000658,139.7802823
1371,4b584b0cf964a520605128e3,Japanese Restaurant,35.70217375,139.7713709
1376,4b68f4aff964a520cb942be3,Snack Place,35.7819327,139.7439147
1383,4b72504af964a52081772de3,Coffee Shop,35.69953818,139.7695363
1385,4b4ff0abf964a520e81927e3,Food & Drink Shop,35.58831205,139.7303224
1387,4b57e9aaf964a520054628e3,Ramen /  Noodle House,35.6958025,139.7019553
1393,4f7be949e4b0c637fa9a1d4c,Chinese Restaurant,35.58039093,139.7622681
1396,4b8f5492f964a5209c5133e3,Coffee Shop,35.683384,139.7015439
1397,4b693cebf964a520929c2be3,Ramen /  Noodle House,35.695093,139.797628
1399,4b5fc287f964a520cecb29e3,Food & Drink Shop,35.67187473,139.7629005
1407,4bb6ff28ef159c7442be76f7,Ramen /  Noodle House,35.70168367,139.7718403
1413,4b9cce47f964a5207c7c36e3,Dumpling Restaurant,35.7760289,139.722204
1426,4b607a53f964a52069e829e3,Ramen /  Noodle House,35.68340433,139.7383167
1429,4b57f553f964a520494728e3,Bar,35.69927353,139.7752011
1432,4b66865ff964a5204b232be3,Chinese Restaurant,35.655649,139.792408
