,ID,Category,lat,lng
543,4b9990dbf964a520168435e3,Convenience Store,35.69364814,139.7654271
552,4b6474ebf964a520a0b42ae3,Convenience Store,35.69100641,139.7143484
564,4cc3edabd43ba143f3c363f8,Mall,35.68940896,139.698801
569,4b90b438f964a520de9433e3,Convenience Store,35.66170688,139.7296502
576,4be4fc2b2468c9281f9dff42,Automotive Shop,35.54775718,139.6024561
578,4d27d910849f37040eb36d41,Mall,35.734997,139.753479
596,4d2961a6c406721e3cf47ab6,Mall,35.73641545,139.7499728
600,4e41bf171495179c01473f89,Convenience Store,35.6524669,139.744763
601,4b5d8811f964a520596029e3,Mobile Phone Shop,35.68815415,139.6972266
603,4d2962b9915fa093052e060a,Mall,35.73757504,139.7490346
625,4d463248c3e5f04d8c13ac20,Smoke Shop,35.67201854,139.7576487
643,4b6f9ee6f964a5202af82ce3,Department Store,35.65285462,139.5437479
644,4b5e60bff964a520198c29e3,Miscellaneous Shop,35.71311369,139.7621441
648,4b9c2aa1f964a520d85036e3,Mall,35.65551635,139.7418439
651,4b7e4a1ef964a5207ae82fe3,Arts & Crafts Store,35.69000937,139.6975865
656,4db648e543a1369cb5e30a2c,Smoke Shop,35.65291701,139.744778
665,4b9ae4c1f964a52065e035e3,Mall,35.74064964,139.744184
669,4bb8170e98c7ef3b25d53002,Mall,35.74003352,139.7464907
670,4ba6108bf964a5203b3139e3,Convenience Store,35.70391623,139.5830168
673,4f7a4d65e4b01187874460a6,Shop & Service,35.701082,139.7766076
674,4b6644f7f964a520811b2be3,Bookstore,35.55334375,139.6469164
675,4b2482daf964a520456824e3,Electronics Store,35.69642331,139.8141789
676,4b54fd0ff964a520c4d627e3,Convenience Store,35.66532236,139.7314013
677,4b7ed19cf964a520c40130e3,Convenience Store,35.55685262,139.6443307
688,4e313b86922ea20b3461a8ca,Smoke Shop,35.67887319,139.7874749
695,4b973885f964a5208ffc34e3,Convenience Store,35.6829735,139.6474327
704,4bdee230ffdec9282cf0e9a1,Convenience Store,35.67882308,139.6656838
708,4b5e654bf964a520fa8c29e3,Department Store,35.7509269,139.8046625
712,4b5c3414f964a520382729e3,Bookstore,35.6721667,139.4798684
718,4bced94268f976b0bf976683,Mobile Phone Shop,35.5547447,139.6473509
719,4c9f3ca8d3c2b60c4e9dd2bc,Clothing Store,35.73031007,139.7148621
720,4b8e1309f964a520981733e3,Electronics Store,35.55446102,139.6473348
721,4b64fbabf964a520acdd2ae3,Miscellaneous Shop,35.69157432,139.7037551
739,4bc913fb511f95216023adc7,Convenience Store,35.66998464,139.6421481
742,4c481f4f31e41b8de2e94e35,Furniture / Home Store,35.69275065,139.7035351
743,4e3d441f2271d21e86f3532a,Bookstore,35.769715,139.660835
771,4b7612d7f964a520d43a2ee3,Electronics Store,35.73090667,139.7089934
775,4b9a4e3bf964a52011ab35e3,Convenience Store,35.6769733,139.785946
778,4b5a905df964a52084cb28e3,Department Store,35.73134866,139.7074887
805,4e002264b61ce2a89dfccd90,Convenience Store,35.63971137,139.75546
806,4d5283739ffc236a9bce2da7,Miscellaneous Shop,35.76980698,139.660744
824,4b55670ff964a52071e327e3,Electronics Store,35.69901542,139.7746217
825,4b527802f964a520bf7e27e3,Mall,35.62510522,139.7792673
832,4b6224d7f964a52049382ae3,Convenience Store,35.68109549,139.7863644
855,4c72b3968efc370485a4137d,Convenience Store,35.76942308,139.6672314
869,4e64627cb993678bb7673b54,Miscellaneous Shop,35.68876848,139.7873354
878,4bd591126798ef3b9581638d,Convenience Store,35.58524248,139.7073998
879,4ccfca1c6449a09309acc6cf,Deli / Bodega,35.68057374,139.7710011
886,4b55b56af964a520b5ec27e3,Video Store,35.69172028,139.7023442
888,4caae6a814c33704a3c1e53b,Video Store,35.70515554,139.6187478
895,4e06e629d22d658532a2eb79,Convenience Store,35.67312922,139.9017603
896,4e6ee23b149506c77ac686da,Convenience Store,35.72493075,139.753571
902,4f2738dbe4b012e031e3810c,Convenience Store,35.67968804,139.7797072
906,4b63e8cdf964a520b0962ae3,Hobby Shop,35.71196597,139.7956797
916,4e9012878231d8feadd9d648,Hobby Shop,35.69888255,139.7704133
920,4b73785bf964a52022b02de3,Bookstore,35.69898492,139.7710598
922,4cce2bc8294aef3bb45486e2,Deli / Bodega,35.62668804,139.7406703
937,4b6b8ab9f964a520db0e2ce3,Convenience Store,35.70265889,139.7754049
941,4bc9d4b53740b71398505f65,Convenience Store,35.69813542,139.7560742
942,4b88d6d3f964a520de0f32e3,Bookstore,35.70037134,139.7705434
973,4dc77a532271f270515e9264,Drugstore / Pharmacy,35.69496385,139.6988761
974,4b4ed7cef964a52039f626e3,Video Store,35.65981771,139.7003755
981,4b5f8f1bf964a520a0c129e3,Convenience Store,35.68627626,139.7365344
988,4ba5bcf8f964a520561f39e3,Gift Shop,35.68701696,139.7023094
992,4b752542f964a5201bff2de3,Bike Shop,35.70532593,139.7722933
1003,4bd91f570115c9b63b8b7680,Department Store,35.75899802,139.5287919
1007,4b5837b9f964a5205c4e28e3,Bookstore,35.6921821,139.7029531
1018,4bb4418b9af3b71390218c28,Electronics Store,35.69330396,139.7008181
1032,4bc3ea6b920eb71338331e2c,Deli / Bodega,35.676519,139.677101
1053,4d760c072140721e4752cb3d,Miscellaneous Shop,35.71340769,139.7792995
1058,4dce0c738877851243eef2dc,Mobile Phone Shop,35.56532083,139.6525946
1073,4cd469f176ab721e7dfa666a,Convenience Store,35.74149651,139.5137072
1089,4e142dc2483bfda2e0a35a52,Mall,35.65361092,139.646492
1092,4b5d74aaf964a520865d29e3,Mobile Phone Shop,35.68952006,139.6961859
1097,4c146a50a9c220a18da2579d,Mobile Phone Shop,35.643265,139.666832
1101,4b88ee77f964a5200b1432e3,Mall,35.73696813,139.7705126
1110,4bea6d01415e20a12300e5bb,Miscellaneous Shop,35.86049278,139.6530399
1115,4b5bf176f964a520471e29e3,Bookstore,35.69735561,139.7751474
1116,4b8a129cf964a520b15e32e3,Mall,35.66903115,139.7054851
1119,4b598022f964a5204f8a28e3,Electronics Store,35.65992013,139.7019446
1123,4b0587b8f964a52012a122e3,Department Store,35.670136,139.7640117
1132,4b5a8df8f964a52023cb28e3,Mall,35.7099645,139.7745815
1140,4b590b7ef964a520ef7928e3,Hobby Shop,35.72980928,139.7164232
1147,4f2a2afde4b0f70cbc2b2127,Convenience Store,35.68643939,139.6848785
1148,4e484ed945dd2955e5b122d6,Mobile Phone Shop,35.69943363,139.7716391
1179,4b8a180af964a520ba5f32e3,Camera Store,35.6947482,139.6983089
1180,4b55c270f964a520b2ee27e3,Hobby Shop,35.69375052,139.701722
1181,4c7f419dd860b60cf27e609d,Smoke Shop,35.67576241,139.7380468
1195,4b612ca0f964a520fa0b2ae3,Hobby Shop,35.70048787,139.7717839
1205,4c2ea57da0ced13a77500f6e,Mall,35.57778913,139.5585537
1217,4b581395f964a520484a28e3,Bookstore,35.71283275,139.705013
1229,4b5292aaf964a520b48227e3,Bike Shop,35.69126935,139.7077221
1231,4b575f69f964a520463428e3,Mall,35.70925232,139.6656811
1233,4b8b590ef964a520059d32e3,Bookstore,35.696647,139.7608346
1254,4b5ace23f964a5206fd528e3,Music Store,35.69054829,139.7059143
1255,4b5ea776f964a520119529e3,Electronics Store,35.69981917,139.7717759
1258,4e313fb8922ea20b3461ab49,Smoke Shop,35.67837644,139.786638
1265,4bab392bf964a520359a3ae3,Drugstore / Pharmacy,35.7270256,139.711929
1268,4b990deef964a520525e35e3,Convenience Store,35.69521418,139.793895
1270,4e3cf32ea809ba757c03a5a6,Music Store,35.69162602,139.708885
1271,4b63adf6f964a520a18b2ae3,Electronics Store,35.70033975,139.771159
1290,4b5bfbfcf964a5201a2029e3,Miscellaneous Shop,35.66111437,139.6996593
1294,4e4db1deb0fb088f3c0451ae,Convenience Store,35.56301458,139.6277225
1296,4b0587a9f964a520d09e22e3,Mall,35.65513431,139.7930002
1300,4b656eb2f964a5206cf02ae3,Clothing Store,35.72899494,139.713462
1302,4b6d5017f964a52098702ce3,Video Store,35.70404909,139.5775089
1305,4b5aa9d9f964a520edcf28e3,Record Shop,35.66188146,139.7010568
1309,4b6bb59cf964a52051162ce3,Furniture / Home Store,35.66069541,139.699925
1314,4f587b3fe4b0055171786ed1,Electronics Store,35.69892084,139.7705069
1315,4ef216b5775bf265c38f26fb,Convenience Store,35.77368164,139.6704102
1322,4f48bb957b0c1e73da15d73c,Convenience Store,35.66698066,139.770475
1326,4b91f97af964a520d0e133e3,Electronics Store,35.70098667,139.7710463
1337,4b75371cf964a52068012ee3,Mall,35.67985363,139.768796
1342,4b5907def964a5203b7928e3,Bookstore,35.695364,139.759973
1344,4d2158fe2eb1f04d029ef7c1,Sporting Goods Shop,35.70277491,139.7426176
1355,4bc43a9d920eb7130d751e2c,Video Store,35.77897202,139.7222918
1363,4b62a17bf964a5205e4d2ae3,Hobby Shop,35.65584915,139.7011614
1370,4dc795fed4c0ad9c0fbb86c6,Furniture / Home Store,35.7900907,139.6665931
1372,4bd67a9029eb9c74fc3a95e1,Hobby Shop,35.589095,139.727221
1374,4b556e38f964a5201ae427e3,Electronics Store,35.6754394,139.7628951
1375,4d9b00f89199a09017e1d787,Drugstore / Pharmacy,35.66998774,139.7547841
1395,4bc84db06501c9b633d13f29,Hobby Shop,35.6590735,139.7433858
1400,4b6f8318f964a520c2f32ce3,Clothing Store,35.65123744,139.6960759
1401,4b0a57d1f964a5205d2323e3,Mall,35.53294217,139.6957648
1404,4b62d74df964a520ed542ae3,Electronics Store,35.53291597,139.697063
1408,4bb82a43b35776b0e3bbc801,Electronics Store,35.70205178,139.7711349
1411,4b6ba69ef964a5204b142ce3,Electronics Store,35.70065341,139.7707728
1414,4c55a9d0b426ef3bb864ae8a,Convenience Store,35.73098505,139.5038903
1417,4b2af373f964a520beb224e3,Electronics Store,35.67226694,139.7657758
1421,4b64e72ef964a520b9d82ae3,Miscellaneous Shop,35.53304694,139.6947241
1425,4ca31e37554b236a5e962348,Mall,35.68672504,139.7742248
1427,4cac3b5044a8224b36903140,Electronics Store,35.69732511,139.7726691
1431,4f6c5bfde4b0ca47afd59a64,Clothing Store,35.64918614,139.698459
1433,4c01f597490120a1db3ff08c,Music Store,35.69010518,139.6973571
1439,4b739ee4f964a52047b62de3,Hardware Store,35.53297709,139.6947026
1445,4b639e3ef964a52066872ae3,Furniture / Home Store,35.53316917,139.6955609
1450,4bd3dae7046076b086177771,Electronics Store,35.69737086,139.7724438
1452,4cb7d3c0c7228cfa085603ce,Miscellaneous Shop,35.789814,139.6665
1472,4b59484ef964a520e48328e3,Convenience Store,35.676927,139.785541
1478,4b0bc75ff964a520923323e3,Bookstore,35.70042688,139.7717518
1480,4bde94640ee3a593884131b0,Mobile Phone Shop,35.70081185,139.7719447
1498,4bb6d2672ea19521a151ac2f,Toy / Game Store,35.77816689,139.6868062
1504,4cea3cb68ef78cfaa283a59b,Convenience Store,35.59943989,139.6097946
1510,4b9c4a32f964a520625c36e3,Mall,35.72768541,139.7663037
1511,4bb718ca46d4a593d617c7c0,Electronics Store,35.77846283,139.6867472
1517,4d526ef4e02754816d6eb4b6,Department Store,35.69160046,139.7046912
1518,4e3916c5d4c046ee86b61330,Electronics Store,35.579939,139.660182
1530,4c7dc7c6d461a143bf657ef5,Miscellaneous Shop,35.58529318,139.630807
1532,4b3f30d3f964a5208ca425e3,Mall,35.53095149,139.6976745
1535,4b59a58ef964a520a89028e3,Toy / Game Store,35.65699986,139.7586465
1536,4b35a0aaf964a5204a2e25e3,Department Store,35.68164016,139.7689891
1538,4b5fcae6f964a520efcc29e3,Hardware Store,35.702848,139.7718969
1540,4e0db092cc3fffc1d3a2bf4c,Bookstore,35.69950769,139.7704536
1541,4b5a79a1f964a52058c728e3,Hobby Shop,35.68700825,139.7023308
1545,4e111fe752b1655efa43d0c9,Convenience Store,35.6546325,139.7084463
1549,4b5542c8f964a52027e027e3,Department Store,35.69001963,139.6991993
1550,4b5960e0f964a520838628e3,Hobby Shop,35.66202093,139.6979642
1551,4e65efaf81dc804fc967b75f,Drugstore / Pharmacy,35.56248219,139.5675874
1564,4bdd595c4ffaa59340446ff7,Furniture / Home Store,35.77956,139.6903116
1572,4b0587b5f964a520b6a022e3,Bookstore,35.67816836,139.7681871
1575,4b62b1dbf964a5204f4f2ae3,Toy / Game Store,35.69889344,139.7710168
1582,4b68fcdff964a52005962be3,Mobile Phone Shop,35.6609749,139.700464
1583,4f449033e4b0b62885b87543,Mobile Phone Shop,35.69940749,139.7711241
1588,4e910f436d8615aa713956d3,Department Store,35.67352199,139.7627342
1590,4d8db19f6174a093f35eb6e3,Hobby Shop,35.67971,139.768084
1592,4ceef0ad8604a1cdf67efac0,Mall,35.77971622,139.6940589
1596,4ecb6d21775b4671db8da955,Mall,35.62662264,139.7409654
1598,4b7af3d1f964a520e3472fe3,Department Store,35.69167889,139.7046643
1606,4ba52c5af964a52098e738e3,Video Store,35.71246252,139.7071695
1607,4cf05a157e93f04def9f4669,Hardware Store,35.77953343,139.6937799
1612,4f7c00d8e4b0a12a330c4122,Drugstore / Pharmacy,35.704747,139.649958
1629,4b5855d5f964a5204b5328e3,Department Store,35.85869178,139.6591151
1637,4e34c27aae60d86c3ab92459,Bookstore,35.82951842,139.5611177
1641,4c5d40219b28d13a83065970,Video Store,35.57085817,139.5549193
1644,4d0e3ff0bdbfa35dedfe6d72,Convenience Store,35.75484502,139.8362052
1647,4c679402aebea5934bc576d0,Record Shop,35.85856569,139.6590829
1648,4b5bf603f964a520171f29e3,Department Store,35.59900806,139.6120128
1651,4b8bc0d4f964a520aca932e3,Miscellaneous Shop,35.8586483,139.7533089
1655,4f4b1611e4b0b7483fdf453b,Paper / Office Supplies Store,35.741267,139.769019
1658,4b653b37f964a520d8e92ae3,Bookstore,35.55365144,139.6450952
1666,4e6a7b0862e1cd1d54b86c56,Convenience Store,35.73750353,139.7734923
1667,4d7c7e72136bf04d74a0608d,Mall,35.61223215,139.6277654
1668,4c578e4bd12a20a1292a67bd,Bookstore,35.55424089,139.6453027
1669,4ed70952e5e85116890feb80,Convenience Store,35.7286139,139.7172654
1673,4b71236ff964a520e13a2de3,Furniture / Home Store,35.59714116,139.7445917
1674,4b67d1a8f964a520795e2be3,Department Store,35.59758923,139.7446183
1676,4c00d9cb9cf52d7fdd6714e7,Electronics Store,35.59833377,139.7391096
1680,4c8df617d2aea093180bca69,Miscellaneous Shop,35.66393557,139.7028569
1689,4b6cd3d2f964a52066572ce3,Miscellaneous Shop,35.70391897,139.5795591
1696,4b7c5228f964a5202e8c2fe3,Miscellaneous Shop,35.66977081,139.8286339
1703,4b80c50ff964a520218b30e3,Hobby Shop,35.72959521,139.7159578
1705,4b6182baf964a52037162ae3,Record Shop,35.66194683,139.6700451
1707,4bac322bf964a5207aea3ae3,Convenience Store,35.6860388,139.6693423
1726,4b5d3f64f964a520b15729e3,Hobby Shop,35.729909,139.713527
1732,4baece52f964a52091d93be3,Bookstore,35.73357603,139.7393185
1746,4b6170d8f964a520a7132ae3,Department Store,35.65886536,139.7015476
1749,4bb04370f964a520ca3e3ce3,Bookstore,35.68684073,139.7741263
1756,4b7fcc14f964a520293e30e3,Convenience Store,35.69749011,139.6486292
1757,4b582d82f964a520084d28e3,Department Store,35.67576623,139.7651267
1768,4b651b5df964a52079e42ae3,Department Store,35.67136586,139.4806214
1771,4bd6b0f06798ef3b9d75658d,Miscellaneous Shop,35.65975015,139.7008878
1780,4b09f56cf964a520632023e3,Clothing Store,35.66997902,139.7633994
1782,4b7a7e55f964a5208d2e2fe3,Convenience Store,35.836049,139.793406
1783,4f6c9de27beb467b5c03ebf2,Clothing Store,35.66990426,139.7672072
1787,4bee3d93e24d20a198c07214,Bookstore,35.74631198,139.8565793
1790,4bb5e90146d4a5935d6ec5c0,Bookstore,35.69888581,139.770872
1793,4daeaffc8154d1d4886ae59c,Electronics Store,35.70051401,139.771049
1798,4b6782c6f964a52024532be3,Convenience Store,35.65203078,139.5428628
1801,4b0b3091f964a5205e2e23e3,Mall,35.66578652,139.7309607
1808,4b87e7c5f964a52023d231e3,Convenience Store,35.69153184,139.6426235
1811,4b6adbd8f964a520cfe32be3,Electronics Store,35.70470468,139.5815456
1812,4b5aa058f964a52068ce28e3,Department Store,35.68770538,139.7021377
1813,4b7e2136f964a520d3e32fe3,Candy Store,35.64057675,139.5995298
1814,4b36fbbef964a520d33e25e3,Electronics Store,35.71114927,139.7744554
1816,4b7a7e9af964a520972e2fe3,Miscellaneous Shop,35.83639162,139.7944728
1820,4b6549ecf964a52007ec2ae3,Mobile Phone Shop,35.69883571,139.7716056
1828,4bac90eef964a52085fb3ae3,Video Game Store,35.70204089,139.7704589
1831,4b39cbf8f964a520045f25e3,Electronics Store,35.69256767,139.6987045
1832,4b42ff0bf964a52082db25e3,Convenience Store,35.656334,139.70532
1834,4bda4d88c79cc928067c7ee9,Sporting Goods Shop,35.670366,139.702894
1839,4ba2ea4af964a5204f2238e3,Deli / Bodega,35.663257,139.7550903
1841,4bcc22793740b7132a896365,Convenience Store,35.53655669,139.5885086
1843,4dea09eefa76cc1b8ad9dfb7,Clothing Store,35.705012,139.5805425
1844,4c2b0c752219c9282cf8a348,Drugstore / Pharmacy,35.84446928,139.669801
1853,4b58052ef964a520c74828e3,Mall,35.68994486,139.7015423
1854,4bd01b5c77b29c7471298a82,Bookstore,35.53644756,139.5884979
1863,4f3931f8108140f7182bdd42,Electronics Store,35.67530867,139.7633564
1876,4b5c489cf964a5209b2929e3,Paper / Office Supplies Store,35.658229,139.7012043
1880,4c7756a1d06b224b6a55fed6,Clothing Store,35.69214289,139.7077167
1882,4c51703a991c20a17a55c687,Convenience Store,35.77923902,139.7218035
1885,4b5aa7f7f964a520b7cf28e3,Furniture / Home Store,35.69118003,139.7075799
1890,4b5ee981f964a520929d29e3,Record Shop,35.67180064,139.765234
1894,4b3f182ef964a520f5a325e3,Electronics Store,35.52956759,139.6964246
1895,4e6f4397fa765666a2d18cb3,Convenience Store,35.66637986,139.8928253
1900,4b699143f964a520b5a72be3,Convenience Store,35.58496485,139.7100329
1903,4c388ab56ec69c74dab904a9,Convenience Store,35.68894964,139.6550263
1917,4e61e63445ddda3529548d79,Clothing Store,35.7299138,139.712019
1920,4e2f7a01ae60231c032e09cc,Shop & Service,35.66750056,139.7478818
1925,4d36e22a4f36a143efec3d27,Convenience Store,35.81261485,139.7242606
1934,4b5ab0d6f964a520f3d028e3,Mall,35.60624407,139.7349787
1954,4b5bcda1f964a520161729e3,Bookstore,35.69880631,139.7747827
1956,4ba4cefbf964a520ddb638e3,Convenience Store,35.6126416,139.7191998
1957,4e6d822dcc3fc22b9dcbe44c,Smoke Shop,35.70075796,139.7009683
1968,4b5e55f4f964a520328a29e3,Mall,35.67431511,139.7640002
1979,4b5bc369f964a520c31429e3,Record Shop,35.69884334,139.7747532
1982,4b5fcb04f964a520f3cc29e3,Clothing Store,35.669273,139.703911
1983,4b7cb8a1f964a520efa22fe3,Convenience Store,35.70111409,139.7549926
1989,4f2eaa157b0c629b091171c7,Electronics Store,35.69831621,139.7717799
1993,4b6d04c8f964a52044632ce3,Convenience Store,35.63575823,139.7313764
1994,4d7c6b2879c4b1f7807afbf2,Clothing Store,35.74999523,139.8049843
1998,4bc0483b461576b0bef77932,Miscellaneous Shop,35.60632258,139.7349304
2007,4ce65a3d8ef78cfa32b98b9b,Electronics Store,35.55964311,139.6711516
2011,4b5ab7bff964a520eed128e3,Hobby Shop,35.6983271,139.7716284
2014,4ed87c8246907c1b405101e0,Mobile Phone Shop,35.68990347,139.6984202
2022,4b30a8f3f964a520b9fa24e3,Video Game Store,35.68881913,139.6986784
2031,4e536d21fa766dacede4b7bc,Drugstore / Pharmacy,35.73710747,139.7706333
2032,4b6bd565f964a520f6192ce3,Mall,35.5885544,139.7281586
2034,4b603163f964a52054d929e3,Electronics Store,35.73156422,139.7135907
2037,4b63c1adf964a52015902ae3,Mobile Phone Shop,35.70357763,139.6487637
2041,4ca4350d1ee76dcb54f3ffdd,Paper / Office Supplies Store,35.58827715,139.7283536
2047,4e61af95d4c06542aaa126f5,Convenience Store,35.81381114,139.800961
2056,4c023aaf9a7920a1fd2dce79,Deli / Bodega,35.56654742,139.6573415
2060,4b4174a1f964a520cec625e3,Miscellaneous Shop,35.56542337,139.6584553
2071,4d83423bd5fab60c93e1c79b,Drugstore / Pharmacy,35.75133464,139.5452861
2075,4e0856fea809495e619e0fbc,Candy Store,35.60931013,139.6854946
2076,4c3fe15fff711b8debaa0f05,Mall,35.53049747,139.6983182
2083,4f7989f3e4b08e5a69862ce3,Miscellaneous Shop,35.61005146,139.6855764
2084,4b875774f964a52040bc31e3,Department Store,35.75074405,139.5452607
2085,4f6b4169e4b0ef1d48797f4d,Mall,35.72378676,139.6828895
2088,4ba5b8edf964a5205e1e39e3,Bookstore,35.70123062,139.5447457
2090,4b56a6a6f964a520981728e3,Convenience Store,35.64389652,139.7341633
2096,4b6cd202f964a520d3562ce3,Drugstore / Pharmacy,35.61263622,139.5727741
2097,4b5966d3f964a5203c8728e3,Electronics Store,35.73099376,139.7137034
2103,4b5c0fe0f964a520d62229e3,Department Store,35.72947799,139.711997
2117,4b5d31bdf964a520285629e3,Convenience Store,35.66951054,139.6801436
2123,4dd4e38c1f6ec4e0bb83b9de,Mall,35.76645753,139.727555
2127,4b560169f964a52083fb27e3,Furniture / Home Store,35.64279576,139.7012043
2129,4b580351f964a520964828e3,Convenience Store,35.6124851,139.5714068
2144,4b7f4340f964a520552330e3,Record Shop,35.72985501,139.7136015
2152,4e5c49741850ca78f0812408,Mall,35.62520987,139.7756195
2155,4b6e7f9ef964a520c4bf2ce3,Deli / Bodega,35.69845062,139.6788171
2165,4dec474b22713dd973c3927c,Convenience Store,35.68993876,139.8154986
2169,4b612ae6f964a520c00b2ae3,Convenience Store,35.636331,139.694334
2170,4b84ccb0f964a5205b4431e3,Convenience Store,35.67009233,139.672152
2176,4b5440b5f964a5209db527e3,Bookstore,35.68391804,139.7415545
2180,4dbc4bd6b3dcc563f2d56f89,Record Shop,35.66088555,139.6980715
2183,4b7a5bdef964a5207b2a2fe3,Convenience Store,35.68941331,139.8232126
2185,4bf09a81b315c9b65a3b93ff,Convenience Store,35.69768796,139.6751637
2193,4cb1992c39458cfa95a10ca0,Convenience Store,35.73469731,139.7105464
2202,4e8ae79cd22dbf0a91a48479,Convenience Store,35.77713979,139.7213531
2213,4e407fea8877f7a2cf269322,Convenience Store,35.55547752,139.6818099
2221,4f6df787e4b09530aed31553,Mall,35.67179648,139.6002252
2222,4b8c63e8f964a5205ece32e3,Miscellaneous Shop,35.68775818,139.7420186
2230,4cd90f252a80548118159f2c,Convenience Store,35.68911051,139.7424211
2236,4b6f831ff964a520c4f32ce3,Convenience Store,35.67475088,139.4715106
2243,4bc6f1432f94d13a1afd107f,Video Store,35.636623,139.6935976
2249,4df1ebff1850de4d97a99301,Drugstore / Pharmacy,35.68740038,139.780941
2260,4b548f78f964a5200bc027e3,Video Store,35.65247975,139.5558286
2267,4bb310c735f0c9b6b5f5bb83,Bookstore,35.70609209,139.6501324
2276,4b7b9bd9f964a520a7682fe3,Mall,35.70190029,139.5610133
2296,4b5304ecf964a520c48c27e3,Drugstore / Pharmacy,35.68229377,139.7990352
2299,4bd50e037b1876b0274f8a86,Convenience Store,35.66613954,139.7706252
2311,4b83ed35f964a520fa1631e3,Deli / Bodega,35.62108915,139.568553
2315,4e81da95be7bb221bfdc3095,Mall,35.7260279,139.7131798
2317,4e510fcc52b1e893ad713127,Convenience Store,35.8101439,139.7628146
