ID,Category,lat,lng,xIndex,yIndex
4ca06234542b224b2d4605a0,Italian Restaurant,35.70239592,139.4811773,106,4
4c3e7e9cdb3b1b8d06986595,Chinese Restaurant,35.671232,139.7974013,89,148
4f7bc57ee4b06a80ab476b0b,Ramen /  Noodle House,35.6677954,139.7587116,87,130
4b8bba3df964a52091a832e3,Japanese Restaurant,35.655997,139.699654,80,103
4b7a12baf964a520cf212fe3,Chinese Restaurant,35.70195141,139.7705518,106,135
4da2793263b5a35d72c0fe19,Ramen /  Noodle House,35.645059,139.756517,74,129
4f600caae4b0d461002d3f05,Ramen /  Noodle House,35.756365,139.696705,136,102
4e37791ad164374eb6878a2a,Japanese Restaurant,35.66218194,139.7560719,84,129
4b72306bf964a52036732de3,Ramen /  Noodle House,35.69062889,139.7066465,100,106
4f6455ffe4b0dc771fde9770,Japanese Restaurant,35.66553615,139.7580977,86,130
4bb6d00bf562ef3bfdc93097,Italian Restaurant,35.67063272,139.7465873,89,125
4b698a4bf964a52099a62be3,Ramen /  Noodle House,35.584257,139.720171,41,113
4b53d300f964a5207bac27e3,Ramen /  Noodle House,35.618573,139.7279835,60,116
4b5e8295f964a520459129e3,Japanese Restaurant,35.66228243,139.7320175,84,118
4b9db1f5f964a52092ba36e3,Japanese Restaurant,35.67019474,139.7513267,88,127
4c0a18aa340720a10ae58593,French Restaurant,35.691459,139.695813,100,102
4e7d4a53f5b924f463f6c7fe,Chinese Restaurant,35.678873,139.598647,93,57
4b1f8c95f964a520d92624e3,Asian Restaurant,35.658307,139.731791,82,118
4b54400bf964a52088b527e3,Chinese Restaurant,35.606931,139.6853243,53,97
4b9a475af964a5202ca935e3,Ramen /  Noodle House,35.70249659,139.7385408,106,121
4b653734f964a52042e92ae3,Ramen /  Noodle House,35.728228,139.714008,120,110
4c207c17920076b0e543c6e9,Indian Restaurant,35.6321599,139.7124068,67,109
4c08cfb7340720a10aab8393,Chinese Restaurant,35.672092,139.738266,89,121
4b626c66f964a5200f472ae3,Ramen /  Noodle House,35.66217,139.729437,84,117
4ba43b3df964a5204d8e38e3,Chinese Restaurant,35.69501613,139.7606032,102,131
4e128323aeb74afe60c73eb4,Ramen /  Noodle House,35.67264171,139.7229463,90,114
4bcd257fcc8cd13a814ac2cf,Japanese Restaurant,35.62232756,139.7275651,62,116
4ca5598876d3a093488df76a,Japanese Restaurant,35.75032,139.586274,133,52
4b721e6ef964a5209a6f2de3,Japanese Restaurant,35.69159175,139.7368106,100,120
4b5d15f0f964a520f65129e3,Japanese Restaurant,35.69192486,139.6954076,100,101
4d073fe89d33a143cec0ca78,Chinese Restaurant,35.56261965,139.7185796,29,112
4b5face3f964a52098c729e3,Ramen /  Noodle House,35.659913,139.7022685,83,104
4d75b31bb8e28cfa6a26fc66,Ramen /  Noodle House,35.72405213,139.711327,118,109
4c1d94e2e9c4ef3be2fe45aa,Ramen /  Noodle House,35.73060837,139.4875529,122,7
4b5acef5f964a52096d528e3,Chinese Restaurant,35.64875483,139.7455215,76,124
4b5ed329f964a520fc9929e3,Ramen /  Noodle House,35.68161184,139.786182,95,143
4dabfd1f4b22f071ead8facf,Japanese Restaurant,35.659927,139.7022421,83,104
4c15a49082a3c9b6ed38fff8,Indian Restaurant,35.697391,139.7596536,103,130
4b57cf2af964a5201f4228e3,Japanese Restaurant,35.661342,139.702255,83,104
4b5a22a2f964a52079af28e3,Japanese Restaurant,35.71414815,139.7038704,113,105
4b8f29a0f964a520c84b33e3,Asian Restaurant,35.64261484,139.7127861,73,109
4b65971df964a52090f52ae3,Ramen /  Noodle House,35.72675984,139.702746,120,105
4c466ea60f5aa59310fe7a76,Korean Restaurant,35.66043964,139.7302788,83,117
4b84933df964a520783c31e3,Chinese Restaurant,35.67444976,139.7379909,91,121
4b5da573f964a520ee6429e3,Japanese Restaurant,35.62624546,139.7419041,64,122
4dee1cd952b13dda25efb807,Ramen /  Noodle House,35.69403589,139.6991698,101,103
4f6aacc3e4b0bcd825f07ba0,Asian Restaurant,35.68392704,139.7850358,96,142
4db8d92af7b1b4c54f45e8f8,Italian Restaurant,35.68788837,139.735837,98,120
4ec9d0a4be7ba4fc7136397d,Ramen /  Noodle House,35.56153523,139.7220209,28,113
4ce35c7431292c0f3c5cbeb6,Restaurant,35.645155,139.700538,74,104
4d706e32b246a09319e71e5f,Indian Restaurant,35.66417419,139.7321447,85,118
4b7a1db6f964a5207e232fe3,Japanese Restaurant,35.62880218,139.7455863,65,124
4bda657da8d976b099800cb5,Dumpling Restaurant,35.655778,139.542098,80,32
4c199776838020a1da10e661,Japanese Restaurant,35.6944076,139.7945221,102,146
4bbaa87f7421a5937919c440,Ramen /  Noodle House,35.69967759,139.7694156,105,135
4b55252ef964a520c3dc27e3,Indian Restaurant,35.69515017,139.6880789,102,98
4cab2650a643b713b636eaa6,Ramen /  Noodle House,35.57813817,139.5594549,37,40
4b778586f964a520a19f2ee3,Restaurant,35.65909637,139.6943915,82,101
4b63fd49f964a520379a2ae3,Japanese Restaurant,35.719835,139.762733,116,132
4b95f59df964a520a4b834e3,Ramen /  Noodle House,35.61972861,139.7283912,60,116
4be243bdb02ec9b686b64cc0,Japanese Restaurant,35.67481625,139.7354722,91,120
4c3ea2036faac9b6bf8f0e76,Japanese Restaurant,35.693133,139.7626356,101,132
4cf0f8d26195721e27ad3ec1,Sushi Restaurant,35.69905462,139.7730392,104,137
4f7bd5dfe4b032659c52ea9a,Japanese Restaurant,35.67002291,139.7418389,88,122
4b9c6de9f964a520056836e3,Sushi Restaurant,35.60838989,139.6698077,54,90
4d379456b8d5a090688dfe1f,Ramen /  Noodle House,35.65806773,139.7001126,82,103
4ec1b060f5b93923c255dec8,Japanese Restaurant,35.69530803,139.7762793,102,138
4b5a75fcf964a5208cc628e3,Indian Restaurant,35.69939225,139.7711161,104,136
4b63b174f964a5207a8c2ae3,Japanese Restaurant,35.736931,139.6733011,125,91
4d4e18aea8fba1436fea3f1a,Italian Restaurant,35.69427929,139.7207311,102,113
4c19e1bff551ef3b58464768,Japanese Restaurant,35.6829,139.764102,95,133
4b836034f964a5205c0431e3,Sushi Restaurant,35.65800889,139.6963817,82,102
4bc294a7461576b0ecab7d32,Ramen /  Noodle House,35.673556,139.710283,90,108
4d511ee9529dcbff7fe9dcc4,Ramen /  Noodle House,35.696489,139.761545,103,131
4ba9d96bf964a5208c3a3ae3,Ramen /  Noodle House,35.70180459,139.7717849,106,136
4eeca95d02d514a36912b60f,Chinese Restaurant,35.68647669,139.7290456,97,117
4b664bd0f964a520d11c2be3,Chinese Restaurant,35.68270989,139.6869993,95,98
4b27104df964a520898424e3,Chinese Restaurant,35.68949776,139.6975416,99,102
4b57bb1ef964a5204b3e28e3,Ramen /  Noodle House,35.69638955,139.7564766,103,129
4da826164b22e9f40dfd6c2b,Italian Restaurant,35.66807336,139.7618262,87,131
4ef7e6038b81ef98d1141f1f,Chinese Restaurant,35.69805792,139.7570496,104,129
4b601ccef964a52031d629e3,Ramen /  Noodle House,35.65907893,139.6988708,82,103
4b665e72f964a5204e1f2be3,Japanese Restaurant,35.62684,139.632512,64,73
4b584b0cf964a520605128e3,Japanese Restaurant,35.70217375,139.7713709,106,136
4b57e9aaf964a520054628e3,Ramen /  Noodle House,35.6958025,139.7019553,102,104
4f7be949e4b0c637fa9a1d4c,Chinese Restaurant,35.58039093,139.7622681,38,132
4b693cebf964a520929c2be3,Ramen /  Noodle House,35.695093,139.797628,102,148
4bb6ff28ef159c7442be76f7,Ramen /  Noodle House,35.70168367,139.7718403,106,136
4b9cce47f964a5207c7c36e3,Dumpling Restaurant,35.7760289,139.722204,147,113
4b607a53f964a52069e829e3,Ramen /  Noodle House,35.68340433,139.7383167,96,121
4b66865ff964a5204b232be3,Chinese Restaurant,35.655649,139.792408,80,145
4bea618e61aca59396b18300,Japanese Restaurant,35.68957452,139.6969047,99,102
4bbd0d91593fef3b2f000356,Japanese Restaurant,35.70151842,139.5071111,106,16
4bfb95acbc869521b2227b6b,Thai Restaurant,35.706412,139.718585,108,112
4da519fe90a01d9fe625a38f,Japanese Restaurant,35.71569436,139.7055173,114,106
4b6e1ea1f964a520eaab2ce3,Chinese Restaurant,35.66416013,139.5172692,85,21
4b920da9f964a5202ce533e3,Ramen /  Noodle House,35.56556737,139.5761222,30,47
4b7e145af964a52008e22fe3,Indian Restaurant,35.65718292,139.6962932,81,102
4b5e2e2cf964a520128229e3,Ramen /  Noodle House,35.6774047,139.6765763,92,93
4b98db8af964a520c75235e3,Seafood Restaurant,35.6651208,139.757304,85,129
4b678ddff964a5200a552be3,Ramen /  Noodle House,35.69212222,139.6989427,100,103
4b5d9985f964a520ff6229e3,Japanese Restaurant,35.6616197,139.7301142,84,117
4da41b290f578cfaa7ebc618,Japanese Restaurant,35.731031,139.709475,122,108
4e957768d22df0eb8bb9fb9b,Ramen /  Noodle House,35.696154,139.696379,103,102
4b7fc70cf964a520553d30e3,Sushi Restaurant,35.70283481,139.5789224,106,49
4b5a5bc9f964a520cbbf28e3,Ramen /  Noodle House,35.69053957,139.7027788,100,105
4b575268f964a5204c3128e3,Japanese Restaurant,35.70386588,139.5607148,107,40
4b5c2150f964a520192529e3,Dumpling Restaurant,35.576646,139.657302,36,84
4bc81e6914d79521989368e9,Ramen /  Noodle House,35.57665474,139.6593565,36,85
4c75d73eff1fb60cce90f7a7,Sushi Restaurant,35.695116,139.756391,102,129
4b757c6af964a520410f2ee3,Ramen /  Noodle House,35.56368878,139.7159813,29,111
4b63b7cff964a520f18d2ae3,Japanese Restaurant,35.666175,139.641407,86,77
4f7aae12e4b0be46387a6481,Ramen /  Noodle House,35.84541449,139.6704538,185,90
4ba60cb8f964a520373039e3,Ramen /  Noodle House,35.69533852,139.8053116,102,151
4d897922b799a35dc05e9763,Japanese Restaurant,35.6705588,139.7549883,88,128
4be92fcbd837c9b6d01aa606,Japanese Restaurant,35.81471161,139.5873284,168,52
4e1c110e7d8bdabfd0fa3f06,Ramen /  Noodle House,35.69793284,139.7751045,104,137
4bfbd62e565f76b0600806db,Ramen /  Noodle House,35.668725,139.760191,87,131
4be6ba1abcef2d7f416305e5,American Restaurant,35.66369454,139.6689856,85,89
4b5658f3f964a520940c28e3,Ramen /  Noodle House,35.62585739,139.7261623,64,115
4e9663d2722eef174f201ec0,Italian Restaurant,35.68603905,139.7390273,97,121
4b63bb7cf964a520c18e2ae3,Restaurant,35.67276264,139.7659729,90,133
4b8dd137f964a520eb0e33e3,Ramen /  Noodle House,35.70163575,139.7713172,106,136
4bbd465e8ec3d13ad7f61b28,Japanese Restaurant,35.65339077,139.5430318,79,32
4befcb9151f2c9b663e9f092,Japanese Restaurant,35.71363528,139.7941388,112,146
4ce0bbed567d2d435e39a21c,Japanese Restaurant,35.69148283,139.7090364,100,108
4e4f95e8a80997aa8a3a9848,Sushi Restaurant,35.78270364,139.7651106,151,133
4dd0965bae603b786d640547,Japanese Restaurant,35.69814117,139.755727,104,129
4b77dc62f964a520b8ac2ee3,Chinese Restaurant,35.69349572,139.898018,101,193
4b94be8bf964a520148234e3,Ramen /  Noodle House,35.66179919,139.5839623,84,51
4b6a9711f964a52089d92be3,Japanese Restaurant,35.694306,139.7704133,102,135
4d3a9fd363052d4344e1aac5,Indian Restaurant,35.68344845,139.783296,96,141
4b7198c7f964a520f94f2de3,Ramen /  Noodle House,35.67449378,139.795779,91,147
4d4bf0897aa6a35d3c72d170,Japanese Restaurant,35.66969356,139.7619061,88,132
4f5ad5a7e4b082b23c92c3d1,Korean Restaurant,35.701363,139.7007627,106,104
4e30214de4cdb5a70d6f2828,Ramen /  Noodle House,35.69082389,139.7085318,100,107
4c344e937cc0c9b65916f39a,Ramen /  Noodle House,35.69461097,139.6963562,102,102
4e36194e483bf3839a3655c2,Japanese Restaurant,35.70082766,139.7395921,105,121
4b553563f964a520a6de27e3,Steakhouse,35.66342963,139.525362,85,24
4e859d6db803a5a7949d807c,Ramen /  Noodle House,35.69126635,139.7086565,100,107
4bea200a6295c9b624278608,Seafood Restaurant,35.6239268,139.7437455,63,123
4d89e1ca4757721e565baa69,Ramen /  Noodle House,35.69091644,139.7084141,100,107
4ba19f27f964a52070c437e3,Italian Restaurant,35.67266786,139.7373068,90,120
4e3a0860fa766e76ed3ec2dd,Ramen /  Noodle House,35.64435862,139.6996325,74,103
4b56c484f964a520bb1a28e3,Japanese Restaurant,35.70059024,139.5781714,105,48
4b5fcb2bf964a520f8cc29e3,Ramen /  Noodle House,35.70833214,139.6662296,109,88
4b627f36f964a520a8492ae3,Ramen /  Noodle House,35.65208527,139.5455302,78,33
4b601425f964a52027d529e3,Japanese Restaurant,35.69897185,139.7751327,104,138
4b73a5ecf964a52034b72de3,Japanese Restaurant,35.69901977,139.7746271,104,137
4c12220077cea593386ecc60,Japanese Restaurant,35.6475465,139.7078426,76,107
4f7c24a6e4b0f9596723e654,Steakhouse,35.70464817,139.6645235,107,87
4b5ee328f964a5206e9c29e3,Japanese Restaurant,35.708031,139.66642,109,88
4b59a2f9f964a5202e9028e3,Ramen /  Noodle House,35.67133922,139.723627,89,114
4b9cee07f964a5200c8336e3,Japanese Restaurant,35.69877581,139.7709954,104,136
4b6e45e7f964a5208db52ce3,Asian Restaurant,35.631545,139.657934,67,84
4dbd1edea86e0e98a1f45390,Eastern European Restaurant,35.68916061,139.7000027,99,103
4b6b8e5bf964a520b10f2ce3,Restaurant,35.62856733,139.7420222,65,122
4b56dff1f964a520bc1d28e3,Ramen /  Noodle House,35.59973213,139.6086413,49,62
4b754451f964a5208d032ee3,Japanese Restaurant,35.73259,139.709285,123,108
4b8a0a0cf964a520ee5c32e3,Chinese Restaurant,35.70430937,139.5754771,107,47
4ee889680e617cf2f0901376,Japanese Restaurant,35.66275314,139.7323072,84,118
4c22cca89085d13ae40387cc,Japanese Restaurant,35.68096913,139.7686672,94,135
4b59bc46f964a520499528e3,Italian Restaurant,35.69144798,139.6877262,100,98
4b65415ef964a520c2ea2ae3,Indian Restaurant,35.70110211,139.7708237,105,136
4df1a54f3151247c51af2562,Ramen /  Noodle House,35.66594995,139.8915821,86,190
4c064bc78f8fa5938606f30d,Japanese Restaurant,35.69639282,139.7751072,103,137
4b63df47f964a5202b952ae3,Ramen /  Noodle House,35.58085628,139.6637714,39,87
4b754452f964a52090032ee3,Japanese Restaurant,35.69857106,139.7764429,104,138
4d2697883c795481402bbd9b,Ramen /  Noodle House,35.66297542,139.6971917,84,102
4bff51ed4e5d0f476d057e1f,Restaurant,35.66685178,139.6636415,86,87
4ba35843f964a5204d3638e3,Chinese Restaurant,35.69454344,139.7374959,102,120
4b62db16f964a520b7552ae3,Ramen /  Noodle House,35.63986221,139.6366209,71,75
4e7da78702d57c9c0e8c5ea1,Italian Restaurant,35.74975083,139.8026451,132,150
4c33e94866e40f4743d8c88b,Ramen /  Noodle House,35.67848973,139.7648478,93,133
4b8991b6f964a520894232e3,Japanese Restaurant,35.703634,139.5995694,107,58
4c5269f9d797e21e1c83a87d,Japanese Restaurant,35.52948028,139.698557,10,103
4c0c5027340720a1668e8993,Japanese Restaurant,35.70900839,139.8090935,110,153
4d2eb122bb73a0905e2f55dc,Japanese Restaurant,35.65350519,139.5444359,79,33
4b7fee56f964a5201e4530e3,Japanese Restaurant,35.65892938,139.6965644,82,102
4b67ea73f964a520f4602be3,Ramen /  Noodle House,35.729603,139.715354,121,110
4b591e58f964a520767d28e3,Ramen /  Noodle House,35.639743,139.668418,71,89
4bd6cf7f29eb9c740a9395e1,Korean Restaurant,35.62976145,139.7416992,66,122
4b6e8cf4f964a5209ec12ce3,Ramen /  Noodle House,35.70831799,139.665319,109,88
4b55acd8f964a52068eb27e3,Ramen /  Noodle House,35.68985118,139.6973446,99,102
4bfcfa04f61dc9b61d4b9ede,Restaurant,35.657025,139.704478,81,105
4d6129459f67f04db93a81fb,Japanese Restaurant,35.70963781,139.7732976,110,137
4c7b8d1d81bca09368640315,Asian Restaurant,35.608612,139.515887,54,20
4e5e0055814d9e0233dff7d0,Indian Restaurant,35.67941788,139.7709525,93,136
4b695dd3f964a52019a02be3,Ramen /  Noodle House,35.731346,139.710105,122,108
4c3f20a96faac9b623210f76,Restaurant,35.73341023,139.6988031,123,103
4b617128f964a520b4132ae3,Italian Restaurant,35.64805039,139.7090105,76,108
4b813ee5f964a520f59b30e3,Restaurant,35.57287022,139.7339179,34,119
4b5ad9fcf964a52062d728e3,Asian Restaurant,35.703507,139.599607,107,58
4b5527cbf964a52019dd27e3,Ramen /  Noodle House,35.65858641,139.7009575,82,104
4e7d530602d54fdd7e255f9e,Japanese Restaurant,35.77797439,139.7769222,148,138
4d0b2bdbd823b1f781eee75c,Sushi Restaurant,35.69713125,139.8133976,103,155
4cac752336fa6dcbfd93de78,Ramen /  Noodle House,35.70832888,139.770876,109,136
4ea3fc17be7ba4918ee4265d,Korean Restaurant,35.69735501,139.7661839,103,133
4b5dcff1f964a520196d29e3,Chinese Restaurant,35.70084933,139.7708713,105,136
4b9da1c7f964a52059b736e3,Indian Restaurant,35.70367664,139.5634916,107,42
4c0b0587a1b32d7f40759af0,Ramen /  Noodle House,35.673278,139.793476,90,146
4c501b1f885c1b8d0974ae38,Ramen /  Noodle House,35.7453703,139.514066,130,19
4edc75ca5c5c96a200b6101b,Japanese Restaurant,35.68788904,139.7808515,98,140
4e702ae7ae602b2e722ca1b9,Chinese Restaurant,35.69556942,139.6831208,102,96
4bc03ca7920eb713d6b6182c,Japanese Restaurant,35.69290586,139.702076,101,104
4b4d40f7f964a52066cf26e3,Ramen /  Noodle House,35.6645357,139.7392353,85,121
4b56ef49f964a520ce1f28e3,Ramen /  Noodle House,35.656367,139.73683,81,120
4b5c03eef964a520442129e3,Indian Restaurant,35.69767363,139.7746432,104,137
4d4c083cfe85a1cd2db498bf,Ramen /  Noodle House,35.64385946,139.670788,74,90
4bc99d313740b71343f75e65,Chinese Restaurant,35.69241301,139.7412094,101,122
4b9ba3def964a520c81536e3,Steakhouse,35.72976987,139.714701,121,110
4be126960f03a5932da118b4,Ramen /  Noodle House,35.708426,139.4960951,109,11
4b77762bf964a520eb9b2ee3,Italian Restaurant,35.673707,139.761226,90,131
4f3c758be4b0811223341228,Italian Restaurant,35.69959227,139.7626498,105,132
4f7c3720e4b032112a4e87dc,Caribbean Restaurant,35.6473203,139.6946099,76,101
4c6a09050e98a5934d2e2659,Japanese Restaurant,35.68471,139.740989,96,122
4b792505f964a520ddec2ee3,Ramen /  Noodle House,35.649325,139.68198,77,95
4bd833def645c9b60b55a7e0,Japanese Restaurant,35.70612411,139.772053,108,136
4cf7302981cd6dcb3473800d,Chinese Restaurant,35.68386456,139.7392099,96,121
4b68081ef964a5209c642be3,Ramen /  Noodle House,35.69786532,139.7573483,104,129
4ba592acf964a5206a1339e3,Restaurant,35.752556,139.8781,134,184
