venueId,venueCategory,latitude,longitude
4c8a6ed952a98cfa1e912ce9,Park,35.66843628,139.6009326
4b60c0acf964a52063f729e3,Train Station,35.84562439,139.6469802
4b563a0af964a520450628e3,Train Station,35.74757458,139.8401856
4b9f1364f964a520ab1237e3,Café,35.69678599,139.7511484
4b3854eef964a520a14d25e3,Train Station,35.71048066,139.8133099
4dc04611043706a0321210d4,Bar,35.69484622,139.7046751
4bb70c132f70c9b641408630,Train Station,35.57572976,139.6596515
4b84c06cf964a520334331e3,Subway,35.70058589,139.764035
4b57022df964a520a92228e3,Train Station,35.80785559,139.8450378
4b52d2cff964a520bb8827e3,Train Station,35.74355324,139.6070272
4b559c09f964a520efe827e3,Train Station,35.8587396,139.6572858
4b8ef4d9f964a5200a4133e3,Road,35.65261421,139.7495236
4c31783866e40f477521c58b,Bridge,35.66650998,139.7386265
4b5285cff964a520eb8027e3,Train Station,35.57289367,139.6672261
4b6a97d2f964a520a6d92be3,Subway,35.69807225,139.77548
4b6d4872f964a5202e6f2ce3,Subway,35.68598869,139.7634315
4b54ff13f964a5201fd727e3,Subway,35.69776947,139.6480751
4b6265b9f964a520db452ae3,Train Station,35.61919224,139.7283053
4e81711e7ee6477bdbff8449,Government Building,35.61558798,139.5770046
4bf29ddea32e20a14266d557,Train Station,35.677518,139.7653949
4e816ff3b8f76bc19bbabe10,Government Building,35.6153961,139.5770945
4b07d082f964a520320023e3,Train Station,35.59974085,139.6102238
4b572c71f964a520832928e3,Train Station,35.59902115,139.6112001
4b641c3df964a5208c9f2ae3,Train Station,35.71115145,139.7735596
4e5075afd164978659da0746,Toy / Game Store,35.69989455,139.7693587
4ba56d50f964a520f70539e3,Building,35.70154378,139.7694386
4b7b4b3cf964a520f05c2fe3,Shrine,35.61702054,139.7433847
4b56509ef964a520cf0a28e3,Train Station,35.81416568,139.8013178
4b57b024f964a520fd3b28e3,Bridge,35.69834235,139.7688657
4bc0277e920eb713a9a4182c,Scenic Lookout,35.61494535,139.5769387
4b593260f964a520f58028e3,Government Building,35.57629697,139.6556497
4b56cbfcf964a520741b28e3,Mall,35.67807896,139.7670624
4dd55c40cc3fcff060de9532,Convenience Store,35.61508865,139.5792603
4e81a74d0cd677d9b2a2a5b0,Government Building,35.6152064,139.5791048
4b974a9cf964a52091fe34e3,Train Station,35.53153648,139.6967518
4b274cf5f964a520bf8524e3,Train Station,35.53132693,139.696902
4b7a3e24f964a5205c272fe3,Train Station,35.77722683,139.7904468
4b5ecbf5f964a520fd9829e3,Train Station,35.68895836,139.7000097
4b78815ef964a520c9d22ee3,Subway,35.69055482,139.705925
4e484a4b18a8f9804ce24340,Flower Shop,35.533384,139.685275
4bda51cf2a3a0f479dd3aab6,Train Station,35.69022852,139.7000097
4b746edbf964a5204fdc2de3,Convenience Store,35.6672683,139.7387123
4b6a3db4f964a520d0ce2be3,Café,35.68835115,139.7631589
4e7c49648231553e335b1c85,Government Building,35.61495874,139.5790535
4b24b5e7f964a5208d6924e3,Subway,35.72568253,139.7195057
4b62a048f964a520454d2ae3,Train Station,35.69034569,139.6997881
4b396b34f964a5204f5c25e3,Train Station,35.74964694,139.8051453
4b132d4af964a520249523e3,Train Station,35.66822491,139.6011391
4b19f87df964a520a4e623e3,Train Station,35.7073575,139.7746164
4b572a22f964a520132928e3,Train Station,35.61529362,139.5794427
4b6c016bf964a520421f2ce3,Train Station,35.69074652,139.7006357
4b85bf0ef964a520a37031e3,Food & Drink Shop,35.561434,139.675399
4c14496aa9c220a15268579d,Fast Food Restaurant,35.66596085,139.7568387
4c0cdca798102d7fd838e106,Ramen /  Noodle House,35.75254206,139.5457797
4b7cd447f964a520caa62fe3,Subway,35.6727158,139.724046
4b269340f964a520c27d24e3,Subway,35.6781542,139.705689
4b4487c9f964a5201ef625e3,Subway,35.67701252,139.737044
4b565e9ff964a5208a0d28e3,Coffee Shop,35.69746365,139.814238
4b5cda0ef964a5205f4729e3,Subway,35.69700273,139.6826863
4b5d62ebf964a5207c5b29e3,Train Station,35.81544677,139.5871836
4b6fef86f964a5209a002de3,Subway,35.66862803,139.704895
4b5db97ff964a5209a6829e3,Convenience Store,35.60837696,139.6706532
4b56fc09f964a520c52128e3,Other Great Outdoors,35.67027536,139.6706271
4e3a819c1838961aff0014e0,Bridge,35.75770494,139.5907134
4bd7b65a35aad13a59958ff3,Train Station,35.70260284,139.5608979
4d3e2aa43ec9a35dbf135881,Convenience Store,35.71067667,139.8144364
4b756927f964a520fa0a2ee3,Bridge,35.56351205,139.6788883
4f72aabce4b0a4b289c3b1c6,Convenience Store,35.67787927,139.7355572
4be3c37799feb713c51882f6,Food & Drink Shop,35.70270085,139.5613378
4b18c616f964a520a7d523e3,Subway,35.67231923,139.7945613
4b55a253f964a520e1e927e3,Train Station,35.81764786,139.6695864
4b9909daf964a520545d35e3,Convenience Store,35.61022491,139.7358236
4b8cec4cf964a520fce032e3,Subway,35.67194009,139.7957468
4b0e60adf964a520305723e3,Train Station,35.63014573,139.7404289
4d44a162bf61a1cd77ff0aac,Other Great Outdoors,35.56501395,139.6809704
4b751862f964a520c9fd2de3,Subway,35.65943198,139.7005606
4b5edaf0f964a520149b29e3,Train Station,35.65819631,139.7020304
4b19f962f964a520afe623e3,Train Station,35.69167017,139.7708774
4b56c2aef964a520881a28e3,Miscellaneous Shop,35.69767911,139.7540251
4b1ac490f964a5205af123e3,Subway,35.72949574,139.7913051
4c9c4ed69c48236a82094dee,Convenience Store,35.70509238,139.5614129
4bc2633b920eb71334331c2c,Train Station,35.6832088,139.7688979
4b5755cdf964a520153228e3,Video Store,35.70452608,139.5615417
4b661ccdf964a52055142be3,Train Station,35.71369516,139.7775078
4d46e0591ed56dcb3f8aca54,Office,35.74225412,139.8105633
4bc8508214d79521afc768e9,Japanese Restaurant,35.69244786,139.7716767
4b5e3975f964a520b98429e3,Building,35.68480354,139.7694826
4b9eed53f964a520f30a37e3,Train Station,35.81474644,139.5868364
4b98954ff964a520b84735e3,Convenience Store,35.62188679,139.7509209
4b565926f964a5209b0c28e3,Train Station,35.82801739,139.6905184
4b5499d6f964a52001c227e3,Train Station,35.81565557,139.7043586
4b38b418f964a520914f25e3,Train Station,35.699583,139.765222
4b267f8af964a520657c24e3,Building,35.68100399,139.7638392
4b6ea551f964a5201fc52ce3,Train Station,35.7388325,139.6627645
4b2ae079f964a52061b124e3,Train Station,35.65188911,139.5443957
4b6cf112f964a5203b5f2ce3,Subway,35.68253342,139.7737044
4b53bc1af964a520aba927e3,Subway,35.69556071,139.7758716
4ce4f953b43737046644f6ce,Subway,35.68474254,139.7744501
4b56a082f964a5200b1728e3,Subway,35.67254956,139.9021505
4b81f2d6f964a52006c530e3,Café,35.691581,139.737031
4b46c411f964a520ee2726e3,Subway,35.65851667,139.7764349
4b4ef864f964a520d5f726e3,Train Station,35.68600612,139.7306657
4c1b83960137952198e446f3,Bridge,35.75858882,139.7892988
4b6929a7f964a520ac9a2be3,Subway,35.70895612,139.7965622
4b544d5bf964a520eab627e3,Train Station,35.57573412,139.6596569
4b7a299bf964a52014252fe3,Café,35.64876755,139.7445833
4b29ffe8f964a5209aa424e3,Subway,35.63869992,139.740032
4b52c581f964a520c28727e3,Subway,35.70300579,139.7716606
4b0a3657f964a520782223e3,Subway,35.69792631,139.6829116
4de57b4145dda52a05f7426e,College Academic Building,35.65741938,139.5402476
4e12dc7662e1d997a6abe435,University,35.658347,139.540827
4cc8d012d338236ab6339f7c,Convenience Store,35.68435257,139.7371995
4c9fe1a00e9bb1f7e37df45f,Train Station,35.57572103,139.6596515
4b22504cf964a520704524e3,Train Station,35.61969917,139.7285528
4b55c6faf964a52088ef27e3,Train Station,35.74678383,139.7546359
4e0ddb7c62e1d5a30cfaeda4,Other Great Outdoors,35.65713961,139.7528323
4b91d626f964a520afda33e3,Train Station,35.66864546,139.6504784
4bcdb01b8920b7132912a0dc,Subway,35.68891662,139.8155737
4be4ca01910020a1484ad214,Bus Station,35.72577235,139.6538526
4bcdafb78920b7137711a0dc,Subway,35.68902119,139.8157024
4b8a02f4f964a5208e5b32e3,Miscellaneous Shop,35.70853034,139.7956295
4b380ad7f964a520bc4a25e3,Subway,35.66511535,139.7124588
4b58e697f964a520c47128e3,Train Station,35.60514388,139.7425472
4b52b325f964a520448627e3,Subway,35.66587607,139.8930454
4e62fec47d8b854089eb1555,Train Station,35.62820962,139.7384112
4b403511f964a520d3b625e3,Train Station,35.56840372,139.5535111
4b8aff5bf964a520628d32e3,Train Station,35.62850802,139.7383313
4b3eab45f964a52095a025e3,Train Station,35.7027063,139.5608296
4ec0d5979911a2ec5c6cdda6,Train Station,35.62822723,139.7387123
4c088080340720a127578393,Train Station,35.62882023,139.7386158
4b874392f964a5203cb931e3,Office,35.64024432,139.7459307
4cc62e6606c25481d7f8a047,Train Station,35.59995458,139.6105993
4b7ba460f964a520a4692fe3,Subway,35.65495996,139.7436476
4b600284f964a5202fd329e3,Subway,35.56806773,139.5534682
4b56f902f964a520432128e3,Train Station,35.71942694,139.6638036
4dba382e4df0cac21aeb0394,College Academic Building,35.65760027,139.5427984
4b6f8141f964a52066f32ce3,Student Center,35.65916174,139.5436406
4b8d4091f964a52004f032e3,Internet Cafe,35.67226582,139.4797272
4bf9ec948d30d13a97070318,Food & Drink Shop,35.67229962,139.4779962
4bea4a646295c9b68a4d8608,Bridge,35.69053304,139.7559536
4b4bee5ff964a5207cab26e3,Fast Food Restaurant,35.69980392,139.7718
4b88d779f964a520fa0f32e3,Subway,35.69374399,139.7708827
4b3eac9bf964a520a5a025e3,Train Station,35.70219553,139.5448208
4b8f6933f964a520c85333e3,Subway,35.64603261,139.8269892
4b2c4c0bf964a52075c524e3,Subway,35.65386463,139.7498026
4b5b1051f964a5209de128e3,Bridge,35.66225192,139.774906
4b763192f964a520a7422ee3,Coffee Shop,35.68997971,139.6973741
4b132fd2f964a520489523e3,Train Station,35.67374424,139.6672583
4b6e8afef964a52056c12ce3,Train Station,35.64440221,139.8615897
4cbe677719ceb1f7ce8f1dcd,Office,35.62540609,139.7420436
4b543f84f964a5207cb527e3,Train Station,35.5937911,139.6056533
4b66914df964a52065242be3,Office,35.625393,139.742049
4b56b9ecf964a520a51928e3,Light Rail,35.61750024,139.7793531
4bb53d352ea195216e3baa2f,Bridge,35.53676622,139.702878
4bae1656f964a520ad823be3,Train Station,35.64615031,139.8274237
4b837896f964a5203f0731e3,Convenience Store,35.670363,139.743305
4b5d1cc4f964a5202f5329e3,Office,35.62759063,139.7419685
4c2e8add16adc928bb1ebc9c,Building,35.68328723,139.74383
4b5a46fbf964a5208eb928e3,Coffee Shop,35.70248978,139.580006
4b54422df964a520ccb527e3,Bridge,35.79220981,139.7177321
4b56345ff964a520330528e3,Train Station,35.53275445,139.700743
4deefea9d4c0e9e23b73eb5f,Convenience Store,35.66745134,139.8032355
4d15ea5c380a8eecb8ba85fa,Medical Center,35.66550692,139.7686049
4b59d5f4f964a520f99a28e3,Fast Food Restaurant,35.69191198,139.7705019
4b948fd8f964a5207c7d34e3,Subway,35.66719421,139.7585446
4da23c6563b5a35d1ce5f919,Train Station,35.58974292,139.6687818
4b1a3c14f964a5204de823e3,Train Station,35.69643202,139.8139429
4b563a05f964a520430628e3,Train Station,35.74830601,139.5676732
4b63ca22f964a520b3912ae3,Bridge,35.68249494,139.7916474
4b584f78f964a5201c5228e3,Train Station,35.64318157,139.6092904
4b7278aef964a520de7b2de3,Subway,35.68658997,139.7659099
4b66e43ff964a5200b2f2be3,Train Station,35.71585116,139.6951479
4b35a8b4f964a520722e25e3,Train Station,35.70320182,139.5799041
4bc5312b69369521abd98388,Event Space,35.61756565,139.7772235
4b5f855af964a5204abf29e3,Subway,35.68600612,139.8829293
4f5db79ee4b01f8f4df7fd0e,Bridge,35.62035783,139.7289618
4b0c8214f964a520813e23e3,Train Station,35.72614905,139.5132297
4b7a1694f964a52080222fe3,College Academic Building,35.71436593,139.7600412
4e6ea5d11f6e63a4ea6fb39f,Smoke Shop,35.710602,139.797917
4b1cd6a5f964a520120a24e3,Train Station,35.77806244,139.7208381
4b5538e6f964a52011df27e3,Office,35.70931543,139.7729781
4b57a92ef964a5204e3a28e3,Building,35.67882526,139.7631526
4bc5d071693695219b888488,Train Station,35.6663095,139.7586197
4d1a7b6f02a66dcb3d806065,Ramen /  Noodle House,35.550367,139.788622
4c47c32e1ddec9287f949e32,Convenience Store,35.68708232,139.7654593
4b22ebb2f964a5205c5024e3,Subway,35.671976,139.741176
4b972b47f964a520c9fa34e3,Government Building,35.57479604,139.6572053
4b592a01f964a520be7f28e3,Subway,35.66331537,139.7321168
4b443147f964a5208bf225e3,Train Station,35.69596587,139.7580671
4b5641a7f964a520c40728e3,Light Rail,35.58157615,139.7491193
4e9c2ac1d3e3697fc07e5cd5,Train Station,35.53116759,139.6963254
4bcb22130687ef3b2e0addcc,Bridge,35.65222693,139.5117116
4bbef995ba9776b09765fec8,Subway,35.56292403,139.5698129
4b73ecf6f964a52059c02de3,Convenience Store,35.5813231,139.748733
4b6e49c0f964a5206ab62ce3,Convenience Store,35.6691924,139.6237287
4b716198f964a520ca432de3,Train Station,35.68304104,139.7021592
4bf5fbf694b2a59343cfacee,Coffee Shop,35.67946799,139.7414508
4b559470f964a52004e827e3,Train Station,35.58732177,139.5913464
4b583562f964a5201f4e28e3,Train Station,35.66884376,139.6234699
4e618ca81495676d555d9410,Bus Station,35.52512137,139.7162907
4b986f7ef964a5201a4235e3,Park,35.66514586,139.7568762
4b55b740f964a520efec27e3,Subway,35.54549626,139.5745189
4b5be971f964a520e31c29e3,Mall,35.66735111,139.803949
4b17d383f964a52091c823e3,Subway,35.68985772,139.8356581
4b5984f1f964a520f28a28e3,Train Station,35.68867263,139.7731733
4b7e455ef964a520e0e72fe3,Subway,35.68635578,139.7822486
4cff2e6e1ebe6dcbee0b8091,Office,35.70305806,139.774662
4c7523466f789c74742f494c,History Museum,35.66753197,139.7618088
4b4c7cb3f964a5203cb426e3,Train Station,35.60712395,139.6224021
4b283516f964a520e19024e3,Train Station,35.5884342,139.7279191
4b53f0dbf964a52021af27e3,Subway,35.67736984,139.7517478
4b413218f964a52005c325e3,Subway,35.72129098,139.752059
4c1b7f37b4e62d7fec6dd993,Ramen /  Noodle House,35.73387649,139.7386587
4b824c3bf964a52054cf30e3,Coffee Shop,35.67309928,139.7407615
4b269275f964a520b87d24e3,Subway,35.66895053,139.6913123
4b5648e6f964a520400928e3,Train Station,35.75243323,139.738133
4c46c0d9c047be9a5e6a2e79,Train Station,35.7336936,139.7402787
4d7efccef635236adfb37116,Road,35.66543586,139.7551642
4b55a124f964a520b2e927e3,Train Station,35.79123348,139.6913901
4bac613bf964a5209ff23ae3,Convenience Store,35.5665972,139.7363251
4b7a6bc8f964a5205d2c2fe3,Train Station,35.74933348,139.8051023
4b9e100ff964a520d2c836e3,Bridge,35.6969156,139.7754693
4b24e5a2f964a520636a24e3,Train Station,35.68417611,139.7020626
4f0d071ee4b04a8cd74674ae,Building,35.62411833,139.7289668
4c970c02f7cfa1cdda4ecb15,Train Station,35.69643638,139.8139483
4bab2aedf964a520a8973ae3,Train Station,35.69690689,139.8145008
4caebbef1463a14399208fa9,Train Station,35.69687639,139.8142353
4e1e3aa1d22d7c148ce0455b,Road,35.66562091,139.7535932
4b54ea63f964a520efd227e3,Movie Theater,35.69001021,139.7058928
4b54f8c1f964a520fad527e3,Train Station,35.5848776,139.58198
4b063a75f964a520e0e922e3,Subway,35.67278116,139.7240299
4b7615a8f964a5209f3b2ee3,University,35.5613563,139.5750868
4bc5a7655935c9b64624a6d2,Subway,35.67287268,139.7241318
4b25bccef964a520cb7524e3,Train Station,35.55137977,139.6717215
4b403756f964a520eab625e3,Subway,35.6908598,139.7048521
4c301d93ed37a5935b856803,Train Station,35.69758487,139.8260772
4f751002e4b06c81e0667de6,School,35.7094418,139.6949145
4b39affff964a520805e25e3,Subway,35.55347523,139.5785026
4e534dd1e4cd13d1047c825f,Parking,35.699234,139.774394
4daf823e5da3f2f3d2a82527,Office,35.64779322,139.6800732
4b44246df964a520f3f125e3,Subway,35.68848092,139.7881508
4b7b65f0f964a520e2612fe3,Subway,35.66092259,139.7514582
4bb441aabd4b9c74a38232f5,Building,35.67248701,139.7246763
4b5e638ef964a520a58c29e3,Park,35.66644243,139.7528723
4be956986af1ef3b2bbf1b96,Convenience Store,35.73287495,139.7135559
4b73502df964a52001a82de3,Subway,35.70357209,139.755106
4b552568f964a520cadc27e3,Building,35.72935203,139.7181773
4b585654f964a520605328e3,Subway,35.70710486,139.7812709
4b9c9ce8f964a520cb7236e3,Café,35.66096305,139.751415
4b558892f964a520b9e627e3,Event Space,35.66029497,139.7292709
4b8918fff964a5208d1c32e3,Convenience Store,35.553754,139.578166
4b1a3b8cf964a52048e823e3,Train Station,35.69610528,139.7925282
4bc143b1461576b007ca7b32,Park,35.55438683,139.5790243
4c4e3a8c1b8e1b8dcf6dd526,Bridge,35.51790643,139.6312997
4b56bd3df964a520f01928e3,Office,35.72989638,139.7474241
